date,price
19/10/2001,45.742001
22/10/2001,46.0993
23/10/2001,48.0648
24/10/2001,48.0648
25/10/2001,48.0648
26/10/2001,48.0648
29/10/2001,48.0648
30/10/2001,47.707401
31/10/2001,47.171398
1/11/2001,47.528801
2/11/2001,47.171398
5/11/2001,48.6008
6/11/2001,48.4221
7/11/2001,47.886101
8/11/2001,48.779499
9/11/2001,48.779499
12/11/2001,50.209
13/11/2001,51.102299
14/11/2001,53.246498
15/11/2001,55.390701
16/11/2001,56.284
19/11/2001,55.569302
20/11/2001,55.212002
21/11/2001,54.3186
22/11/2001,54.854599
23/11/2001,55.926701
26/11/2001,56.820099
27/11/2001,55.748001
28/11/2001,53.067799
29/11/2001,51.995701
30/11/2001,53.961201
3/12/2001,53.961201
4/12/2001,55.926701
5/12/2001,58.0709
6/12/2001,59.142899
7/12/2001,58.785599
10/12/2001,59.500301
11/12/2001,58.2495
12/12/2001,59.321602
13/12/2001,57.8922
14/12/2001,57.534801
17/12/2001,57.713501
18/12/2001,58.0709
19/12/2001,59.321602
20/12/2001,59.500301
21/12/2001,56.820099
24/12/2001,56.820099
25/12/2001,56.820099
26/12/2001,56.820099
27/12/2001,56.820099
28/12/2001,57.713501
31/12/2001,57.8922
1/1/2002,57.8922
2/1/2002,57.356098
3/1/2002,57.356098
4/1/2002,58.2495
7/1/2002,60.750999
8/1/2002,59.857601
9/1/2002,59.679001
10/1/2002,58.2495
11/1/2002,56.998798
14/1/2002,57.356098
15/1/2002,56.1054
16/1/2002,55.569302
17/1/2002,55.390701
18/1/2002,54.6759
21/1/2002,55.569302
22/1/2002,54.1399
23/1/2002,53.961201
24/1/2002,53.603901
25/1/2002,53.603901
28/1/2002,53.425201
29/1/2002,55.569302
30/1/2002,53.961201
31/1/2002,53.961201
1/2/2002,52.889099
4/2/2002,52.710499
5/2/2002,52.1744
6/2/2002,51.638401
7/2/2002,50.3876
8/2/2002,49.851601
11/2/2002,51.102299
12/2/2002,51.102299
13/2/2002,51.102299
14/2/2002,51.102299
15/2/2002,51.817101
18/2/2002,52.531799
19/2/2002,51.280998
20/2/2002,51.459702
21/2/2002,51.638401
22/2/2002,50.566299
25/2/2002,48.958199
26/2/2002,47.707401
27/2/2002,48.0648
28/2/2002,46.456699
1/3/2002,46.456699
4/3/2002,47.528801
5/3/2002,49.315601
6/3/2002,49.136902
7/3/2002,50.744999
8/3/2002,50.923698
11/3/2002,52.1744
12/3/2002,51.280998
13/3/2002,50.744999
14/3/2002,51.280998
15/3/2002,50.744999
18/3/2002,50.566299
19/3/2002,50.744999
20/3/2002,50.0303
21/3/2002,49.315601
22/3/2002,48.779499
25/3/2002,48.779499
26/3/2002,48.958199
27/3/2002,49.851601
28/3/2002,49.851601
29/3/2002,49.851601
1/4/2002,49.851601
2/4/2002,48.779499
3/4/2002,48.779499
4/4/2002,49.315601
5/4/2002,49.315601
8/4/2002,48.2435
9/4/2002,48.6008
10/4/2002,48.0648
11/4/2002,48.6008
12/4/2002,48.779499
15/4/2002,48.958199
16/4/2002,48.779499
17/4/2002,51.459702
18/4/2002,52.3531
19/4/2002,52.889099
22/4/2002,52.3531
23/4/2002,53.067799
24/4/2002,53.067799
25/4/2002,52.3531
26/4/2002,51.995701
29/4/2002,51.995701
30/4/2002,53.067799
1/5/2002,53.067799
2/5/2002,54.497299
3/5/2002,54.3186
6/5/2002,54.497299
7/5/2002,54.6759
8/5/2002,53.782501
9/5/2002,53.067799
10/5/2002,53.246498
13/5/2002,53.782501
14/5/2002,52.889099
15/5/2002,54.3186
16/5/2002,54.1399
17/5/2002,55.033298
20/5/2002,55.033298
21/5/2002,54.1399
22/5/2002,54.1399
23/5/2002,53.067799
24/5/2002,52.531799
27/5/2002,52.531799
28/5/2002,52.1744
29/5/2002,51.280998
30/5/2002,50.744999
31/5/2002,51.638401
3/6/2002,50.744999
4/6/2002,50.923698
5/6/2002,51.817101
6/6/2002,51.459702
7/6/2002,51.995701
10/6/2002,51.995701
11/6/2002,51.459702
12/6/2002,50.744999
13/6/2002,50.3876
14/6/2002,49.672901
17/6/2002,49.315601
18/6/2002,48.779499
19/6/2002,47.350101
20/6/2002,48.2435
21/6/2002,47.528801
24/6/2002,47.350101
25/6/2002,46.992699
26/6/2002,45.563301
27/6/2002,46.456699
28/6/2002,46.456699
1/7/2002,46.456699
2/7/2002,46.0993
3/7/2002,47.171398
4/7/2002,47.886101
5/7/2002,48.0648
8/7/2002,47.528801
9/7/2002,47.528801
10/7/2002,47.707401
11/7/2002,46.635399
12/7/2002,47.171398
15/7/2002,47.528801
16/7/2002,46.0993
17/7/2002,45.027199
18/7/2002,45.920601
19/7/2002,45.205898
22/7/2002,43.776501
23/7/2002,45.384602
24/7/2002,43.419102
25/7/2002,42.347
26/7/2002,41.453701
29/7/2002,43.240501
30/7/2002,44.491199
31/7/2002,44.133801
1/8/2002,43.419102
2/8/2002,42.1684
5/8/2002,41.275002
6/8/2002,40.0242
7/8/2002,41.811001
8/8/2002,40.917599
9/8/2002,39.666901
12/8/2002,39.130798
13/8/2002,40.0242
14/8/2002,39.130798
15/8/2002,40.381599
16/8/2002,40.2029
19/8/2002,40.0242
20/8/2002,41.096298
21/8/2002,41.632301
22/8/2002,41.632301
23/8/2002,41.632301
